-1.31;-0.565783;1.66815
-1.3;-0.584303;1.65974
-1.29;-0.602423;1.65119
-1.28;-0.620145;1.6425
-1.27;-0.637468;1.63367
-1.26;-0.654393;1.62469
-1.25;-0.670918;1.61557
-1.24;-0.687045;1.60631
-1.23;-0.702773;1.59691
-1.22;-0.718102;1.58736
-1.21;-0.733032;1.57768
-1.2;-0.747564;1.56785
-1.19;-0.761696;1.55788
-1.18;-0.77543;1.54777
-1.17;-0.788765;1.53751
-1.16;-0.801701;1.52711
-1.15;-0.814238;1.51658
-1.14;-0.826377;1.5059
-1.13;-0.838116;1.49507
-1.12;-0.849457;1.48411
-1.11;-0.860399;1.473
-1.1;-0.870942;1.46175
-1.09;-0.881087;1.45036
-1.08;-0.890832;1.43883
-1.07;-0.900179;1.42715
-1.06;-0.909127;1.41534
-1.05;-0.917676;1.40338
-1.04;-0.925826;1.39128
-1.03;-0.933577;1.37903
-1.02;-0.94093;1.36665
-1.01;-0.947884;1.35412
-1;-0.954439;1.34145
-0.99;-0.960595;1.32864
-0.98;-0.966352;1.31569
-0.97;-0.971711;1.30259
-0.96;-0.97667;1.28935
-0.95;-0.981231;1.27597
-0.94;-0.985393;1.26245
-0.93;-0.989156;1.24879
-0.92;-0.992521;1.23498
-0.91;-0.995486;1.22104
-0.9;-0.998053;1.20695
-0.89;-1.00022;1.19272
-0.88;-1.00199;1.17834
-0.87;-1.00336;1.16383
-0.86;-1.00433;1.14921
-0.85;-1.0049;1.1345
-0.84;-1.00508;1.1197
-0.83;-1.00485;1.10481
-0.82;-1.0044;1.08983
-0.81;-1.00397;1.07476
-0.8;-1.00356;1.0596
-0.79;-1.00317;1.04435
-0.78;-1.00281;1.02901
-0.77;-1.00246;1.01357
-0.76;-1.00214;0.998051
-0.75;-1.00184;0.982438
-0.74;-1.00157;0.966733
-0.73;-1.00131;0.950939
-0.72;-1.00108;0.935054
-0.71;-1.00087;0.919078
-0.7;-1.00069;0.903012
-0.69;-1.00052;0.886855
-0.68;-1.00038;0.870608
-0.67;-1.00026;0.85427
-0.66;-1.00016;0.837842
-0.65;-1.00008;0.821323
-0.64;-1.00003;0.804714
-0.63;-0.999998;0.788014
-0.62;-0.999989;0.771224
-0.61;-1;0.754344
-0.6;-1.00004;0.737372
-0.59;-1.00009;0.720311
-0.58;-1.00017;0.703159
-0.57;-1.00028;0.685916
-0.56;-1.00037;0.668583
-0.55;-1.00038;0.651159
-0.54;-1.00031;0.633645
-0.53;-1.00015;0.61604
-0.52;-0.999901;0.59837
-0.51;-0.999565;0.580912
-0.5;-0.999143;0.563746
-0.49;-0.998634;0.54687
-0.48;-0.998037;0.530286
-0.47;-0.997645;0.513993
-0.46;-0.997753;0.497991
-0.45;-0.998361;0.48228
-0.44;-0.999469;0.46686
-0.43;-1.00108;0.451731
-0.42;-1.00318;0.436893
-0.41;-1.00579;0.422347
-0.4;-1.0089;0.408092
-0.39;-1.01249;0.394127
-0.38;-1.0164;0.380454
-0.37;-1.02055;0.367072
-0.36;-1.02493;0.353981
-0.35;-1.02956;0.341181
-0.34;-1.03442;0.328672
-0.33;-1.03952;0.316454
-0.32;-1.04487;0.304528
-0.31;-1.05045;0.292892
-0.3;-1.05626;0.281534
-0.29;-1.06224;0.270383
-0.28;-1.06839;0.259429
-0.27;-1.0747;0.248673
-0.26;-1.08118;0.238115
-0.25;-1.08782;0.227754
-0.24;-1.09462;0.21759
-0.23;-1.10159;0.207624
-0.22;-1.10872;0.197855
-0.21;-1.11451;0.188076
-0.2;-1.11599;0.177882
-0.19;-1.1131;0.167263
-0.18;-1.10583;0.156218
-0.17;-1.09418;0.144748
-0.16;-1.07815;0.132853
-0.15;-1.05765;0.120597
-0.14;-1.03073;0.109207
-0.13;-0.99664;0.0991497
-0.12;-0.955393;0.0904252
-0.11;-0.906985;0.0830332
-0.1;-0.856566;0.0767681
-0.09;-0.811416;0.071339
-0.08;-0.771588;0.0667437
-0.07;-0.737082;0.0629822
-0.06;-0.70343;0.0600546
-0.05;-0.64812;0.0579609
-0.04;-0.56804;0.056701
-0.03;-0.463187;0.056275
-0.02;-0.333563;0.0566828
-0.01;-0.179167;0.0579245
0;0;0.06
0.01;0;0.06
0.02;0.179167;0.0579245
0.03;0.333563;0.0566828
0.04;0.463187;0.056275
0.05;0.56804;0.056701
0.06;0.64812;0.0579609
0.07;0.70343;0.0600546
0.08;0.737082;0.0629822
0.09;0.771588;0.0667437
0.1;0.811416;0.071339
0.11;0.856566;0.0767681
0.12;0.906985;0.0830332
0.13;0.955393;0.0904252
0.14;0.99664;0.0991497
0.15;1.03073;0.109207
0.16;1.05765;0.120597
0.17;1.07815;0.132853
0.18;1.09418;0.144748
0.19;1.10583;0.156218
0.2;1.1131;0.167263
0.21;1.11599;0.177882
0.22;1.11451;0.188076
0.23;1.10872;0.197855
0.24;1.10159;0.207624
0.25;1.09462;0.21759
0.26;1.08782;0.227754
0.27;1.08118;0.238115
0.28;1.0747;0.248673
0.29;1.06839;0.259429
0.3;1.06224;0.270383
0.31;1.05626;0.281534
0.32;1.05045;0.292892
0.33;1.04487;0.304528
0.34;1.03952;0.316454
0.35;1.03442;0.328672
0.36;1.02956;0.341181
0.37;1.02493;0.353981
0.38;1.02055;0.367072
0.39;1.0164;0.380454
0.4;1.01249;0.394127
0.41;1.0089;0.408092
0.42;1.00579;0.422347
0.43;1.00318;0.436893
0.44;1.00108;0.451731
0.45;0.999469;0.46686
0.46;0.998361;0.48228
0.47;0.997753;0.497991
0.48;0.997645;0.513993
0.49;0.998037;0.530286
0.5;0.998634;0.54687
0.51;0.999143;0.563746
0.52;0.999565;0.580912
0.53;0.999901;0.59837
0.54;1.00015;0.61604
0.55;1.00031;0.633645
0.56;1.00038;0.651159
0.57;1.00037;0.668583
0.58;1.00028;0.685916
0.59;1.00017;0.703159
0.6;1.00009;0.720311
0.61;1.00004;0.737372
0.62;1;0.754344
0.63;0.999989;0.771224
0.64;0.999998;0.788014
0.65;1.00003;0.804714
0.66;1.00008;0.821323
0.67;1.00016;0.837842
0.68;1.00026;0.85427
0.69;1.00038;0.870608
0.7;1.00052;0.886855
0.71;1.00069;0.903012
0.72;1.00087;0.919078
0.73;1.00108;0.935054
0.74;1.00131;0.950939
0.75;1.00157;0.966733
0.76;1.00184;0.982438
0.77;1.00214;0.998051
0.78;1.00246;1.01357
0.79;1.00281;1.02901
0.8;1.00317;1.04435
0.81;1.00356;1.0596
0.82;1.00397;1.07476
0.83;1.0044;1.08983
0.84;1.00485;1.10481
0.85;1.00508;1.1197
0.86;1.0049;1.1345
0.87;1.00433;1.14921
0.88;1.00336;1.16383
0.89;1.00199;1.17834
0.9;1.00022;1.19272
0.91;0.998053;1.20695
0.92;0.995486;1.22104
0.93;0.992521;1.23498
0.94;0.989156;1.24879
0.95;0.985393;1.26245
0.96;0.981231;1.27597
0.97;0.97667;1.28935
0.98;0.971711;1.30259
0.99;0.966352;1.31569
1;0.960595;1.32864
01.jan;0.954439;1.34145
02.jan;0.947884;1.35412
03.jan;0.94093;1.36665
04.jan;0.933577;1.37903
05.jan;0.925826;1.39128
06.jan;0.917676;1.40338
07.jan;0.909127;1.41534
08.jan;0.900179;1.42715
09.jan;0.890832;1.43883
01.jan;0.881087;1.45036
11.jan;0.870942;1.46175
12.jan;0.860399;1.473
13.jan;0.849457;1.48411
14.jan;0.838116;1.49507
15.jan;0.826377;1.5059
16.jan;0.814238;1.51658
17.jan;0.801701;1.52711
18.jan;0.788765;1.53751
19.jan;0.77543;1.54777
02.jan;0.761696;1.55788
21.jan;0.747564;1.56785
22.jan;0.733032;1.57768
23.jan;0.718102;1.58736
24.jan;0.702773;1.59691
25.jan;0.687045;1.60631
26.jan;0.670918;1.61557
27.jan;0.654393;1.62469
28.jan;0.637468;1.63367
29.jan;0.620145;1.6425
03.jan;0.602423;1.65119
31.jan;0.584303;1.65974
1.32;0.565783;1.66815
1.33;0.546865;1.67635
1.34;0.527547;1.6843
1.35;0.508029;1.692
1.36;0.488581;1.69945
1.37;0.469203;1.70665
1.38;0.449896;1.7136
1.39;0.43066;1.72029
04.jan;0.411494;1.72674
1.41;0.3924;1.73293
1.42;0.373376;1.73887
1.43;0.354423;1.74457
1.44;0.335541;1.75001
1.45;0.31673;1.7552
1.46;0.29799;1.76014
1.47;0.27932;1.76483
1.48;0.260722;1.76927
1.49;0.242194;1.77346
05.jan;0.223737;1.77739
1.51;0.20535;1.78108
1.52;0.187035;1.78451
1.53;0.16879;1.7877
1.54;0.150617;1.79063
1.55;0.132514;1.79331
1.56;0.114482;1.79575
1.57;0.0965204;1.79793
1.58;0.07863;1.79986
1.59;0.0608104;1.80154
06.jan;0.0430616;1.80296
1.61;0.0253837;1.80414
1.62;0.00777654;1.80507
1.63;-0.00975975;1.80575
1.64;-0.0272252;1.80617
1.65;-0.0446199;1.80635
1.66;-0.0619437;1.80627
1.67;-0.0791967;1.80594
1.68;-0.0963788;1.80536
1.69;-0.11349;1.80453
07.jan;-0.130531;1.80345
1.71;-0.1475;1.80212
1.72;-0.164399;1.80054
1.73;-0.181227;1.79871
1.74;-0.197984;1.79663
1.75;-0.214671;1.79429
1.76;-0.231286;1.79171
1.77;-0.247831;1.78887
1.78;-0.264305;1.78579
1.79;-0.280708;1.78245
08.jan;-0.29704;1.77886
1.81;-0.313302;1.77502
1.82;-0.329492;1.77093
1.83;-0.345612;1.76659
1.84;-0.361661;1.762
1.85;-0.377639;1.75716
1.86;-0.393546;1.75207
1.87;-0.409383;1.74672
1.88;-0.425148;1.74113
1.89;-0.440843;1.73527
09.jan;-0.456467;1.7291
1.91;-0.47202;1.72259
1.92;-0.487502;1.71574
1.93;-0.502914;1.70855
1.94;-0.518255;1.70102
1.95;-0.533524;1.69315
1.96;-0.548661;1.68494
1.97;-0.56355;1.6764
1.98;-0.578187;1.66752
1.99;-0.592575;1.65829
2;-0.606711;1.64873
01.febr;-0.620597;1.63883
02.febr;-0.634232;1.62859
03.febr;-0.647616;1.61801
04.febr;-0.66075;1.6071
05.febr;-0.673633;1.59584
06.febr;-0.686265;1.58425
07.febr;-0.698647;1.57231
08.febr;-0.710778;1.56004
09.febr;-0.722658;1.54743
01.febr;-0.734288;1.53448
11.febr;-0.745667;1.52119
12.febr;-0.756795;1.50757
13.febr;-0.767672;1.4936
14.febr;-0.778299;1.4793
15.febr;-0.788675;1.46465
16.febr;-0.7988;1.44967
17.febr;-0.808675;1.43435
18.febr;-0.818299;1.41869
19.febr;-0.827672;1.40269
02.febr;-0.836795;1.38635
21.febr;-0.845667;1.36968
22.febr;-0.854288;1.35266
23.febr;-0.862659;1.33531
24.febr;-0.870779;1.31762
25.febr;-0.878648;1.29958
26.febr;-0.886266;1.28121
27.febr;-0.893634;1.2625
28.febr;-0.900751;1.24346
2.29;-0.907617;1.22407
03.febr;-0.914233;1.20434
2.31;-0.920598;1.18428
2.32;-0.926712;1.16388
2.33;-0.932576;1.14327
2.34;-0.938189;1.12278
2.35;-0.943551;1.10243
2.36;-0.948662;1.08222
2.37;-0.953523;1.06215
2.38;-0.958133;1.04221
2.39;-0.962493;1.02241
04.febr;-0.966602;1.00276
2.41;-0.97046;0.983235
2.42;-0.97408;0.963852
2.43;-0.977475;0.944608
2.44;-0.980645;0.925501
2.45;-0.983589;0.906533
2.46;-0.986307;0.887702
2.47;-0.988801;0.86901
2.48;-0.991069;0.850456
2.49;-0.993111;0.83204
05.febr;-0.994928;0.813762
2.51;-0.99652;0.795622
2.52;-0.997886;0.777621
2.53;-0.999027;0.759757
2.54;-0.999942;0.742031
2.55;-1.00063;0.724444
2.56;-1.0011;0.706995
2.57;-1.00134;0.689683
2.58;-1.00135;0.67251
2.59;-1.00117;0.655475
06.febr;-1.00092;0.638578
2.61;-1.00063;0.621819
2.62;-1.0003;0.605198
2.63;-0.999921;0.588718
2.64;-0.999498;0.572437
2.65;-0.99903;0.556386
2.66;-0.998519;0.540564
2.67;-0.997962;0.524972
2.68;-0.99755;0.509609
2.69;-0.997623;0.494475
07.febr;-0.998188;0.479571
2.71;-0.999246;0.464897
2.72;-1.0008;0.450452
2.73;-1.00284;0.436236
2.74;-1.00537;0.42225
2.75;-1.0084;0.408493
2.76;-1.01192;0.394965
2.77;-1.01578;0.381667
2.78;-1.01988;0.368599
2.79;-1.02422;0.35576
08.febr;-1.0288;0.34315
2.81;-1.03363;0.33077
2.82;-1.03869;0.318619
2.83;-1.04399;0.306697
2.84;-1.04954;0.295005
2.85;-1.05532;0.283541
2.86;-1.06128;0.272289
2.87;-1.0674;0.261246
2.88;-1.07368;0.25041
2.89;-1.08014;0.239782
09.febr;-1.08675;0.229363
2.91;-1.09353;0.219152
2.92;-1.10047;0.209149
2.93;-1.10758;0.199354
2.94;-1.11387;0.18963
2.95;-1.11605;0.179515
2.96;-1.11385;0.168973
2.97;-1.10728;0.158002
2.98;-1.09633;0.146604
2.99;-1.081;0.134778
3;-1.06128;0.122536
01.márc;-1.03549;0.110933
02.márc;-1.00255;0.100662
03.márc;-0.962442;0.091725
04.márc;-0.915174;0.0841208
05.márc;-0.864248;0.0777095
06.márc;-0.81825;0.0721477
07.márc;-0.777575;0.0674198
08.márc;-0.742221;0.0635257
09.márc;-0.709952;0.0604654
01.márc;-0.658588;0.0582389
11.márc;-0.582452;0.0568462
12.márc;-0.481545;0.0562873
13.márc;-0.355866;0.0565623
14.márc;-0.205416;0.057671
15.márc;-0.0301936;5.96E-02
